,qname,teloBPLengths
405,521609c2-b70d-4aaf-be9a-d39c0e17d225,156
406,575b8aa8-8009-4aa9-be63-95e0c9736c29,3552
407,57e07fce-68a8-48cb-bcb6-81c8ca738b71,3600
408,57e9df52-db19-4533-bed2-82dfbfbe0745,4422
409,5881b382-4810-4c88-a600-2abc2991934c,3012
410,588b4ba6-5aaf-4efb-871c-20242a662cc7,6264
411,5a864e93-52f5-4c20-8160-2c230761b6ee,3720
412,5b1f9f0f-4df1-4dca-94b3-3559f205a608,4410
413,5b3ee6c6-ea7e-4374-9c73-d803f9c50d70,3102
414,5bc2fc4f-e52a-4f39-8cfb-8e1b93132b53,2172
415,5bac7fb7-5047-4d2b-9943-73c7540dba50,2766
416,48a35fbf-802a-469d-a11f-e6c0133ceed9,4074
417,49f2aaf3-766f-4011-9cd9-4df0300d739f,2964
418,4afb6179-dbd3-479e-aae1-f30b79565955,2862
419,4affdc99-3674-4338-a4d5-f95d2704cac0,24
420,4bf6820d-83b5-43a5-a0f0-9ed9214458ac,2100
421,4c165fff-7fb7-4b1b-98e6-e82b1008f93c,258
422,4d6cc7e6-5edd-4108-a42b-be592bee3900,2916
423,4f85807e-a36e-49a3-bd52-397d4f972906,102
424,779d292b-1ef6-46bc-9a41-646481d251b8,2382
425,7a114798-4990-42b5-a12b-b2a51fee7d63,60
426,7bf6a5d5-6f84-41cb-af70-5f1719fa55e1,4494
427,7c891080-3cb1-43e1-84e5-7fb44643a7e1,120
428,7cdfee14-c0bc-49c8-a4e7-7eb329243762,3672
429,7dc7bd2f-a581-4a66-9288-b5f906756c60,3990
430,503f1ce7-75d4-475d-b5b9-dda6da629635,3582
431,50ae31d6-4779-4367-b163-9c6c1ce07ad5,3840
432,5bf65a54-dbda-4803-b536-9a12bfc103aa,3330
